wr_10,wr_8,wr_9,"경도
lng","국가 2자리코드
code2","국가명 한글
country_kname","도시 3자리코드
ctCode","명소 (영문)주소
latlng",명소 이름,"영문 도시명
ctEname","위도
lat","유엔 구분
un_subregion","한글 도시명
ctKname","한글설명
expl"
parsing0608,https://www.windsortour.co.kr/images/area_img/CZ/PRG/CZPRG3200276_0001.jpg,276,,CZ,체코,PRG,,구시가지 광장 Old Town Square,PRAGUE,,Eastern Europe,프라하,"11세기 무렵부터 교역을 중심으로 형성된 구시가지 광장은 프라하 관광의 중심이라고 할 수 있습니다.  광장 한쪽에는 종교개혁을 주장하다 화형당한 얀 후스의 동상의 세워져있고 광장을 중심으로 주변에는 성니콜라스 교회, 틴성당, 킨스키궁전, 석종의 집 등 명소들이 둘러싸고 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/DE/LEJ/DELEJ3200221_0002.jpg,221,,DE,독일,LEJ,,라이프치히 성토마스 교회 St. Thomas Church,LEIPZIG,,Western Europe,라이프치히,"1212년에 짓기 시작해 1496년에 완공 했습니다. 세계적으로 유명한 토마너 성가대의 근거지이기도 하며, 16세기 초 종교개혁자인 마틴 루터가 종신 서원을 했고 1539년에 성령 강림절 기념 설교를 했었던 유서 깊은 곳이기도 합니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/GB/MAN/GBMAN3200023_0002.jpg,23,,GB,영국,MAN,,맨채스터 대성당 Manchester Cathedral,Manchester,,Northern Europe,맨체스터,"1215년 성당이 건설되기 시작하였으며 전형적인 고딕양식의 성공회 성당입니다. 지금의 성당 자리에 처음 교회가 들어선 것은 8세기 무렵으로 당시의 유적이 발견되었습니다. 현재의 성당 건물은 1215년에 건설되기 시작하였으며, 이후 장식이 더해지고 탑을 세우는 등 증개축이 계속되었습니다. 전형적인 고딕양식 건물이며 내부에는 여러 시대의 예술작품이 있습니다. 1996년 IRA폭격등으로 복원과 보수공사가 이루어져 내부에 들어가면 그리 오래된 느낌이 들지는 않습니다."
,,,,ES,스페인,RGS,,부르고스 대성당 Catedral de Burgos,BURGOS,,Southern Europe,부르고스,"1221년 알폰소 10세와 마우리시오 주교의 후원으로 짓기 시작한 건축물로 프랑스의 영향을 받은 빼어난 고딕 양식 건축물로, 세비야, 똘레도에 이어서 스페인에서 3번째로 큰 규모를 자랑하며 스페인 고딕 양식 건축물 중 가장 빼어난 아름다움을 가지고 있습니다. 세 개의 신랑과 아름다운 꼰데스따블레 소성당이 있으며 특히 성당 지붕의 돔은 아름다운 르네상스 양식으로 만들어졌습니다. 이밖에 13세기에 만들어진 탑과 15세기의 첨탑이 있으며, 여러 세대의 파사드와 현관 등이 손꼽힙니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/ES/MAJ/ESMAJ3201070_0002.jpg,1070,,ES,스페인,MAJ,,마요르카 팔마 대성당 Catedral-Basilica de Santa Maria de Mallorca,MAJURO,,Southern Europe,마주로,"1230년에 하우메 1세가 지은 웅장하고 아름다운 고딕 양식의 성당으로 이슬람 교도로부터 마요르카 섬 탈환한 것을 기념한 것이며, 거의 400년이 지난 뒤에야 완성되었는데 오랜 시간이 걸린 만큼 지중해에서는 가장 규모가 큰 성당으로 장엄하고 아름다운 모습의 성당입니다. 중앙제단의 장식은 1912년 천재 건축가 가우디의 솜씨로 더욱 유명 합니다."
,,,,FR,프랑스,DIJ,,디종 노트르담 성당 Church of Notre-Dame of Dijon,DIJON,,Western Europe,디종,"1230년에서 1250년에 걸쳐 고딕양식으로 건립되었습니다. 중세시대에는 디종 시장이 취임선서를 하던 곳이며 교회 서쪽 전면에 늘어서 있는 51개의 가고일(Gargoyle : 괴물의 모습을 한 빗물 배수구)이 인상적인데, 각각 다른 형상으로 만들어져 있습니다. 교회 안에는 나무로 만들어진 검은 성모 마리아(Vierge Noir)가 있는데, 이 조각은 프랑스에서 가장 오래된 나무조각 중 하나로 11세기에 완성되었습니다. 아기 예수가 없어지고 손이 잘려 나갔지만 조각상이 가지고 있는 아름다움은 수 세기가 지나도록 그대로입니다.  예배당을 둘러싼 화려한 스테인드글라스도 잘 알려져 있는데, 특히 둥근 창의 스테인드글라스는 최후의 심판을 주제로 담고 있어 사람들의 주목을 받고 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/BE/GNE/BEGNE3201479_0001.jpg,1479,,BE,벨기에,GNE,,마왕 헤라르트 성 Geraard de Duivelsteen,GHENT,,Western Europe,GNE,"1245년에 세워진 귀족의 성채, 중세 때 전쟁이 끝나 뒤로는 무기 창고나 학교, 병원, 고아원, 소방서 등 여러 용도로 이용되어 왔으며 현재는 건물 일부가 도서관으로 쓰이고 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/FR/COO/FRCOO3201415_0002.jpg,1415,,FR,프랑스,COO,,생트프와 성당 Saint Faith Abbey Church of Conques,Cotonou,,Western Europe,COO,"12세기 말 건축된 로마네스크풍의 건축물로 정문에는 최후의 심판 그림이 조각되어 있습니다. 1474년 수도원은 평신도 위탁 원장 제도로 많은 피해를 입었는데 수도원이 Rouergue에 위치해 있던 관계로 1568년 종교전쟁 때는 프로테스탄트 폭력배들의 방화 난동을 피할 수 있었습니다. 그러나 1537년 세속화의 일로를 걸었고 프랑스혁명 당시 폐쇄되기도 했습니다. 수도원 성당은 19세기에 복구되어 현재 본당 성당으로 사용되고 있고, Frigolet에서 온 Premonstratensis 수도신부들이 관할하고 있습니다."
,,,10.9255166  위경도가 없을시 수정버튼 누르고 그냥 저장.,IT,이탈리아,,,모데나 두오모 Duomo di Modena,,44.6463058,Southern Europe,,"12세기 위대한 예술가인 란프랑코(Lanfranco,1582~1647)와 빌리겔무스(Wiligelmus)가 건축한 웅장한 모데나 대성당은 초기 로마네스크 예술의 걸작입니다. 특히 대성당의 광장(피아차 그란데)과 종탑(토레 치비카)은 건축가들의 신념과 건축을 의뢰했던 카노사(Canossa) 왕조의 힘을 상징합니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/IT/MXP/ITMXP3200132_0001.jpg,132,,IT,이탈리아,MXP,,산타 마리아 마지오레 성당 Santa Maria Maggiore,,,Southern Europe,,"12세기 후반에 전염병으로 고통받던 시민들이 성모 마리아에게 기도하며 도움을 청하기 위해 지어진 외부 로마네스크 양식이 돋보이는 대성당입니다.  내부는 17세기에 바로크 양식을 추가해 프레스코화, 조각, 태피리스트 등으로 화려하게 장식되어 있으며 성당 안에는 \'베르가모\' 출신의 유명 작곡가 \'가에타노 도니제티\'의 묘가 안치되어 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/IR/AZD/IRAZD3201303_0003.jpg,1303,,IR,이란,AZD,,자메 모스크 Masjed-e Jameh,Yazd,,Southern Asia,AZD,"12세기에 건립한 야즈드를 대표하는 모스크로 페르시안 건축양식의 좋은 표본이며, 원래 건축물은 사산 제국(224년 – 651년) 때 건축하기 시작했는데 돔은 일 칸국 (1256년 – 1335년) 때 만들어졌고 모스크 입장에서 있는 부분은 샤 루흐 왕(1409년 ~ 1447년) 때 만들어진 독특한 건축물입니다. 옥빛 타일로 만들어진 정문과 웅장한 2개의 미나렛이 아름답게 서 있으며, 6개의 입구가 있는데 정문은 동쪽에 위치합니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/ES/TAR/ESTAR3201201_0001.jpg,1201,,ES,스페인,TAR,,타라고나 대성당 Catedral Basilica de Tarragona,Taranto,,Southern Europe,TAR,"12세기에 건설이 시작되어 200년의 세월을 거쳐서 완성한 대성당으로 로마네스 · 고딕 · 바로크 양식이 혼재하며, 회랑에서는 이슬람의 영향도 보이며, 후진 중앙에 놓인 제단에는 타라고나의 수호성인 산타 테크라의 생애가 표현되어 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/AZ/BAK/AZBAK3201065_0002.jpg,1065,,AZ,아제르바이잔,BAK,,메이든 타워 Maiden Tower,Baku,,Western Asia,바쿠,12세기에 세워진 이 30m 높이의 조로아스터교 석조탑에는 현재 지역사 박물관이 있습니다.
,,,,ES,스페인,BCN,,바르셀로나 대성당 Cathedral of Barcelona,Barcelona,,Southern Europe,바로셀로나,"13-15세기 바르셀로나가 매우 번성하던 시기에 약 150년 걸려 고딕양식으로 완성 되었으며, 높이 70m 첨탑과 거대한 규모의 성당은 정면의 문이 초기의 설계를 지키기 위해 500년에 걸쳐 만들어졌으며, 높은 천창에서 들어오는 빛과 스테인드글라스 장식, 곳곳에 위치한 그림들과 조각상들이 화려하게 자리 잡고 있습니다. 성당 중앙 제단 밑엔 바르셀로나의 수호성인인 산타 에우라리아가 잠들어 있으며 많은 성인의 유골이 안치되어 있다고 합니다. 입장 시엔 복장규제가 있으니 주의하도록 해야 합니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/ES/ODB/ESODB3201196_0002.jpg,1196,,ES,스페인,ODB,,코르도바 알카사르 Alcazar,Cordoba,,Southern Europe,코르도바,"1328년 알폰소 11세가 세웠으며 카톨릭 왕들이 거처하는 궁전을 겸한 요새로 에스파냐 각지에는 이런 알카사르가 많이 남아 있는데 732년부터 8세기 동안의 이슬람 지배 이후, 에스파냐에서 이슬람교도들을 몰아내기 위해 축조한 건축물로 그라나다를 공략할 때는 거점이 되기도 했습니다. 콜럼버스가 신대륙을 발견하기 위한 자금을 지원받기 위해 카톨릭 양왕을 알현한 곳입니다."
,,,,CZ,체코,PRG,,까를교 Charles Bridge,PRAGUE,,Eastern Europe,프라하,1357년 신성 로마 제국의 화제 '카를 4세' 집권 당시 건설을 시작하여 1402년 완공된 곳으로 체코에서 가장 오래된 돌다리이자 유럽 중세 시대의 건축 교량 중 으뜸으로 꼽힙니다.  까를교는 프라하를 관통하는 볼타바 강 위에 보행자만 다닐 수 있게 세워졌습니다.  늘 음악과 마술 등의 퍼포먼스를 구경할 수 있는 다리로 길에서 초상화를 그리는 화가들을 볼 수 있습니다.
parsing0608,https://www.windsortour.co.kr/images/area_img/BE/DIN/BEDIN3201487_0002.jpg,1487,,BE,벨기에,DIN,,디낭 노트르담 성당 Notre Dame de Dinant,Dien Bien Phu,,Western Europe,DIN,13세기 고딕 성당으로 뮤즈 강 유역에 있습니다. 디낭의 랜드마크 입니다.
parsing0608,https://www.windsortour.co.kr/images/area_img/ES/CUE/ESCUE3201199_0002.jpg,1199,,ES,스페인,CUE,,쿠엥카 대성당 Cuenca Cathedral,Cuenca,,Southern Europe,CUE,"13세기 고딕 양식의 건축물로 프랑스풍이지만 장식은 르네상스 양식으로 되어 있고, 성당 내부는 복도가 2층으로 되어 있으며, 알론소 베루게테가 조각한 플라테레스코 양식의 문이 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/BE/ZGU/BEZGU3201491_0002.jpg,1491,,BE,벨기에,ZGU,,브뤼헤 시청 Bruges City Hall,GAUA,,Western Europe,ZGU,"13세기 고딕식 건축 양식으로 벨기에에서 제일 오래된 시청 건물인 브뤼헤의 시청은 19세기에 재건, 건물 정면을 화려하게 장식하여 더욱 아름답게 보입니다. 중세에는 협동조합(Guild)으로 사용되었으며, 시청주변은 Brugge 도시 형성의 시발점이 되었고, 시청광장에서 야외 증권거래가 처음으로 시작되었습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/RO/BRA/ROBRA3202034_0001.jpg,2034,,RO,루마니아,BRA,,브라쇼브 시내 BRASOV,BARREIRAS,,Eastern Europe,BRA,"13세기 독일 이주민이 건설한 도시로 19세기에는 루마니아인의 교육, 문화 활동의 중심지이자 브라쇼브 주의 행정 중심지입니다.  1951년부터 1961년까지는 이오시프 스탈린의 이름을 따 오라슐스탈린으로 불리기도 하였습니다.  브라쇼브 메인 광장인 스파툴루이 광장을 중심으로 역사박물관으로 사용되고 있는 구시청사, 정교회 건물이 있으며 역사박물관의 시계탑은 1494년 외세에 맞서기 위해 만든 망루로 1689년 대화재 이후 개축되었습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/EG/CAI/EGCAI3201567_0002.jpg,1567,,EG,이집트,CAI,,술탄하산 사원 Mosque-Madrassa of Sultan Hassan,Cairo,,Northern Africa,카이로,"13세기 마무루크 왕조 시대에 만들어진 이슬람 사원이자 이슬람 교리를 가르친 신학교(마드라사)로, 사원은 \'기자 피라미드\'에서 공수한 석회암을 재료로 만들어졌으며, 내부에는 팔각형의 대형 분수가 자리하고 있습니다. 사원의 첨탑은 높이 90m로 이집트에서 가장 높은 크기를 자랑합니다."
,,,,FR,프랑스,,,마조르크 왕궁 Palace of the Kings of Majorca,,,Western Europe,,"13세기 마조르크 왕의 거처로 지어졌으며, 에스파냐 문화권에 속한 북부 카탈루냐 지방의 독특한 중세 건축 요소들을 잘 보여줍니다. 1276년 시작된 공사는 14세기 초에 끝이 났습니다. 루시용 로마네스크 양식과 고딕 건축 요소가 절묘한 조화를 이루고 있는 건축물입니다. 사각으로 이루어진 외부는 요새와 같은 인상을 주는 반면 내부는 거대한 아치형 회랑으로 탁 트여 있습니다. 지역특유의 건축 자재인 붉은 벽돌이 주는 색감 또한 독특합니다. 방문객들은 대리석으로 장식된 이층 구조의 예배당과 콘서트 장소로 종종 쓰이는 아름다운 왕궁 정원을 둘러 볼 수도 있습니다."
parsing0608,https://www.windsortour.co.kr/images/area_img/GS/ANA/GSANA3201091_0002.jpg,1091,,GS,사우스조지아 사우스샌드위치 제도,ANA,,아나누리 성채 Ananuri Fortress Complex,ANAHEIM,,South America,ANA,"13세기 아라그비 백작의 성으로써 가슴 아픈 역사가 서려있는 성채, 2개의 교회가 있고 전망이 멋진 유서 깊은 성으로 수많은 전쟁이 벌어진 곳이기도 합니다."
